Redness,Yellowness,Mass,Volume,Class
4.21289302,3.443003889,53.99341599,22.69987262,peach
2.271287603,4.90194149,127.0042179,9.976309647,lemon
4.661869592,1.591340847,144.649017,37.28932394,apple
3.20459177,2.481456674,124.5518171,26.29357791,peach
2.327705649,3.8617676,172.4199616,24.66837923,orange
2.39282232,4.225741141,160.0214526,22.34085401,orange
4.269319701,3.192781232,121.4104214,18.25327621,peach
5.473900679,2.197565788,154.141929,37.43728608,apple
2.046362514,4.988564085,102.4953957,15.78733741,lemon
4.552176542,1.958204243,127.3483882,28.46197961,apple
2.033232669,4.985133636,129.4965361,13.52350114,lemon
2.079969046,4.904715283,121.8601044,12.81640279,lemon
5.197453258,1.941089856,177.9774774,30.86419633,apple
2.307411924,5.075532101,113.4823981,22.0074838,lemon
1.55492212,4.723010499,151.4617266,22.46223828,orange
5.440983587,1.655503835,137.81937,26.34078213,apple
4.21689275,2.204691893,162.8916679,29.66183957,apple
1.873852473,4.783268169,124.7641952,18.58548633,lemon
2.963024025,4.401347786,119.7570104,19.11405,orange
2.417377224,3.915937548,131.219802,22.4103122,orange
3.345878542,4.105909302,176.0419174,18.49416188,orange
3.811900058,3.018228347,135.2876106,18.62795779,peach
2.154357209,5.137246521,113.932663,13.6055707,lemon
4.407539367,2.098270558,169.8524458,25.41930672,apple
2.047687937,4.921972106,124.021038,14.64724789,lemon
5.033420213,1.725236831,205.4589336,20.21711634,apple
3.567435208,4.113389884,128.4399136,20.33381327,orange
2.308693258,5.050525205,128.5953852,12.14961501,lemon
4.570488018,3.047281546,112.8467795,23.74086773,peach
4.358207915,4.285289738,111.4774965,25.083282,orange
1.677457692,4.950537898,119.9888309,15.73773259,lemon
5.019851322,2.29471087,129.9551308,28.9648474,apple
2.077307812,5.133786643,115.7022503,15.03883864,lemon
2.471064017,4.871743023,165.8170068,12.78370435,orange
1.867117342,5.103079945,121.2223332,16.76070564,lemon
2.006971781,4.905986568,139.7792477,15.48802193,lemon
3.911874982,3.403358237,136.9313132,19.34868423,peach
5.012293579,2.102330039,107.7526974,38.4716509,apple
5.842229932,2.425203478,106.0605485,25.51629428,apple
1.730274415,4.997871025,124.4312277,15.68617071,lemon
1.899983912,5.012889439,119.3186027,16.73886271,lemon
5.697482615,2.179851737,93.40958868,23.41184147,apple
3.497855007,3.065767455,95.85121218,18.35638524,peach
2.240176098,5.092797178,120.7765439,15.28141725,lemon
3.291481911,4.267477323,136.7450682,23.90797973,orange
4.102693257,2.587517545,135.9194429,20.36221229,peach
2.351768293,3.731499678,70.88393669,20.38002973,orange
3.854380263,3.251128892,183.9210864,20.02393185,peach
3.663888519,3.153226814,190.8798249,31.02307726,peach
4.262469508,3.176526423,167.2092125,19.24591523,peach
2.754573227,3.862623643,141.5399771,23.01016931,orange
5.280017078,1.457399902,105.5519251,25.84036766,apple
1.923139331,4.902361073,118.4515506,19.16680822,lemon
3.930028723,3.261547474,172.8148546,33.72841956,orange
4.442957137,3.219591902,94.86355275,20.49772307,peach
5.05188908,1.589675291,169.7972291,29.29191406,apple
2.725666406,4.161841186,166.340362,24.81785597,orange
1.976656898,4.969534983,123.8294708,15.72951625,lemon
2.068559381,4.981272799,102.5932291,15.02584316,lemon
1.780524984,5.023880997,121.9077495,16.05232939,lemon
4.237582117,2.948831803,165.1105341,25.42860578,peach
4.851926773,1.818454193,106.3960946,27.22451862,apple
2.097909885,5.005783695,140.6925231,12.92100781,lemon
1.953632411,5.05557432,120.7043838,13.87873066,lemon
1.959635103,4.954605425,128.9704843,13.04729408,lemon
4.5353712,3.015876053,149.2271525,20.87631676,peach
4.084589787,2.779196702,128.5710986,22.10715266,peach
3.391604605,3.271971744,102.4451367,24.89605724,peach
5.632887748,2.370628614,152.5247613,31.00876642,apple
3.322785799,3.352533099,57.77809968,29.13284501,orange
4.221707267,3.573755592,140.814703,24.45388571,peach
2.29001708,5.013083153,144.3419559,18.6193917,lemon
3.991508525,4.164992055,208.0091858,17.33029618,orange
2.57961081,3.083122167,139.7414561,22.49440006,orange
2.11908075,5.070763249,119.8608248,9.635576558,lemon
1.753275531,4.908743548,103.5898629,19.20791182,lemon
2.17832653,5.085628096,113.8810167,14.64795311,lemon
2.707701861,3.696436357,114.1678641,24.33905044,orange
5.168242271,1.897822008,142.6395309,38.27749799,apple
5.405245881,2.12608635,93.53523062,26.86125178,apple
3.202899839,2.661786608,110.0930712,20.72426057,peach
2.764288954,4.191499422,52.20833609,14.73623347,orange
4.301694064,3.115236496,150.65888,19.67698661,peach
3.223223631,2.929638463,175.5277117,19.47496374,peach
4.962172124,3.146994984,106.5676927,20.4418004,peach
5.563304675,1.756944989,133.6401872,35.71463619,apple
5.528859431,1.777725184,132.9814409,33.78000423,apple
1.802869173,5.003384471,128.2664484,19.52064424,lemon
3.881840028,3.017680384,139.4122474,19.82383937,peach
2.919390234,3.994609058,122.9490054,28.63360231,orange
2.455238837,3.731156847,147.531047,19.70583938,orange
5.688843918,1.672052833,159.3057101,31.28594196,apple
2.542622966,3.007006315,197.614576,16.76783612,orange
3.185725309,2.912559139,130.7398249,20.1283315,peach
4.87408801,1.700405705,135.3979371,34.18070195,apple
2.42809775,4.095290467,146.8416467,22.09778314,orange
1.693874955,5.011199895,138.7689031,15.72375997,lemon
2.116886092,5.011020736,121.4054047,15.59988412,lemon
4.510695722,2.187970723,155.3441621,35.22187464,apple
3.580670203,3.235763569,161.5667202,12.58332382,peach
4.126822242,1.908998516,159.7954597,21.72091958,apple
1.776032112,4.988287846,129.6667884,16.26941849,lemon
2.150957147,5.053587586,118.1187934,10.68321203,lemon
1.926948749,5.108803656,117.1872366,13.52469885,lemon
2.651168869,4.050851007,186.5893682,32.21336904,orange
5.71609184,2.68431872,166.7027222,30.10946326,apple
2.322965931,4.127782131,83.71231464,27.67356195,orange
4.082892716,3.104017292,161.5529361,15.3742681,peach
2.001418755,4.935215038,130.1683255,13.32315452,lemon
3.834747875,3.372611007,114.7304782,18.09875286,peach
1.784738734,4.833972984,122.6394512,17.95300729,lemon
1.904716628,4.82326843,111.907164,19.98190812,lemon
2.400911476,5.098738238,105.7149258,11.84820753,lemon
2.081490791,4.978531203,127.7545689,22.71845196,lemon
2.000928193,5.078104154,98.77592545,14.63093554,lemon
2.230810959,3.844330514,147.9380106,27.22190356,orange
5.364921897,2.336329126,188.9667934,25.12200813,apple
1.970951567,4.910342529,119.2457149,15.84749732,lemon
2.039403348,5.046179749,106.0837912,15.84672693,lemon
2.018588974,4.972968186,117.2813267,12.46652268,lemon
3.187806481,3.558240109,179.0525703,20.03421005,orange
2.198680115,5.093359311,114.3730721,20.23325544,lemon
4.895266007,1.79864856,140.9816021,16.77151217,apple
1.647072363,4.902926446,97.65007082,17.12703968,lemon
2.807409279,4.736386249,122.1903853,36.01942547,orange
4.245481377,2.928443771,215.6341801,27.93754285,peach
5.149352146,1.964728045,137.1656457,30.57155278,apple
2.215294392,5.082487965,147.0105777,15.02841594,lemon
2.605257644,4.519828872,147.5503435,18.23594107,orange
4.2566445,3.284100289,103.9118428,24.04290531,peach
3.516052498,2.938794327,140.842061,19.43150797,peach
2.059817904,5.029414058,109.8129619,16.10658334,lemon
3.04907175,4.631360326,213.5278259,23.03565836,orange
4.489759539,2.070977645,149.1399205,30.95448662,apple
2.61340796,4.337258951,146.9427692,27.33881302,orange
4.501743082,3.598063248,101.3774824,27.14004976,peach
4.546426194,1.895800643,120.4228163,23.03711623,apple
3.264017034,4.538101387,152.4381906,26.08557039,orange
2.783816815,3.376007688,96.17140014,27.03994119,orange
3.551607551,2.444940643,87.58893738,19.83150705,peach
4.952219414,1.818046715,148.8757809,37.77239597,apple
3.909206428,3.198805345,165.4301029,21.20936605,peach
2.130305428,4.942516919,121.670075,14.79940293,lemon
1.723933804,5.196023021,115.1859515,15.3829972,lemon
3.057812858,2.962122861,143.2639649,22.34160331,peach
2.048944387,5.077029506,130.5211043,18.00235909,lemon
4.341121276,2.151246876,181.1698015,32.52256815,apple
2.504322926,3.589861201,149.9621469,19.3875642,orange
1.807706571,5.015675528,122.9385536,11.50504034,lemon
2.985118817,3.633190322,138.1703216,20.76525493,orange
4.994150517,2.068686053,191.6069473,28.66635461,apple
3.35368027,4.327197976,137.5109584,22.84675567,orange
3.15325445,3.497610222,221.8985006,31.53319213,orange
4.213871936,3.420945554,146.7796692,34.31532386,orange
4.632836535,3.089529942,110.6960671,18.76221034,peach
3.526223577,4.187415946,124.7203321,24.02056066,orange
2.986712534,3.803375764,147.1655446,32.72002466,orange
3.786785115,2.669057617,117.563452,21.36901536,peach
2.204810434,5.038689304,107.9787808,14.77204099,lemon
3.516950028,3.196359206,156.5768479,21.18843509,peach
1.815433303,5.201182114,109.9231293,16.0158824,lemon
2.157686959,5.137102153,116.0999331,19.56117698,lemon
2.127137863,5.058390284,108.3761196,13.04515183,lemon
3.443775421,3.809654257,179.9944625,28.69325584,orange
2.990898979,4.723305291,208.0515083,23.1797376,orange
4.991133486,2.377108991,157.0649762,32.50090615,apple
3.77489247,3.054002921,179.5804852,15.90887756,peach
4.330772951,2.733569154,106.7892088,14.56879171,peach
3.159486032,5.047915148,130.3362211,20.3726905,orange
2.256146687,4.952243967,136.4243989,16.64663204,lemon
3.459396863,2.971147123,128.7676893,19.15398029,peach
3.869501192,3.073086933,138.5885467,21.37665583,peach
2.944003315,2.729264911,141.8826189,21.69365519,peach
3.198262262,3.698312736,200.9485529,26.4152794,orange
1.806356251,5.007418059,121.8119444,18.2129579,lemon
1.644118916,4.97643286,115.8198074,15.01131038,lemon
3.005621265,2.889375399,145.8617395,20.49191962,orange
4.638984783,1.906902581,176.0089375,27.09177927,apple
2.715431441,3.545884973,161.2658459,22.28517038,orange
3.692951001,4.854126755,167.6608589,25.8093322,orange
4.841961953,2.082483103,157.3042513,26.75079333,apple
3.5314455,4.746091856,147.4313482,28.29370887,orange
5.180254964,1.926933833,140.1839105,31.61371932,apple
2.161280568,5.198751836,145.8018279,12.50613894,lemon
3.853959004,3.230904015,78.27589468,19.05573285,peach
1.976798337,5.104504508,131.3359055,16.5010345,lemon
4.097807527,3.006523161,136.4105257,23.14886002,peach
3.432485985,3.990135788,158.7174845,25.89318174,orange
3.490630685,4.334838758,201.4282665,26.77105917,orange
2.13174572,4.979790626,116.5307581,13.66084506,lemon
3.121472787,4.284985892,177.9119882,29.25067898,orange
3.959422986,2.617447835,127.1335488,19.42779601,peach
4.03083976,3.363724236,115.2506252,21.68856569,peach
3.358235247,3.428288481,158.5012458,22.71817661,peach
3.852132002,3.036127336,123.0447225,24.43493078,peach
2.92887019,4.140134204,59.02571491,26.42669263,orange
2.05615871,4.962233087,118.3560018,21.43585268,lemon
3.502952357,3.301433598,115.4635698,13.54905977,peach
3.007173866,3.932370881,194.7302889,21.84430835,orange
4.260302279,3.289715732,157.0754137,21.03711893,peach
2.090221933,4.959171133,108.7334827,15.348122,lemon
2.145871511,4.973375543,109.8636721,16.58730639,lemon
3.043194879,4.015334029,129.6148355,22.38153728,orange
4.31744853,2.771511185,128.052745,22.95717488,peach
3.063562165,3.637147948,184.1061876,27.31227333,orange
2.183227438,4.92427968,111.9168811,11.55112458,lemon
1.585125677,4.927960971,126.9397462,18.21544477,lemon
4.668568917,1.834184361,160.1070676,34.47542042,apple
4.386863106,3.370555724,140.6399278,20.97432783,peach
3.223114686,3.665610516,147.7145296,16.9711488,orange
4.616282824,2.522533858,196.1392089,31.36733234,apple
1.960967383,4.882500925,108.8074102,14.57349022,lemon
5.085426602,1.985492637,163.1905403,31.99322801,apple
3.118006555,3.644403023,135.1091859,24.09514518,orange
3.039511733,4.029039655,135.492569,32.17515289,orange
1.700563262,4.861443462,127.6393114,14.39590077,lemon
3.561713158,3.260773941,103.7232803,21.40991337,peach
5.94068314,2.367257281,152.522849,35.48088184,apple
5.400669361,2.036144547,218.4296205,24.08458852,apple
5.39477825,2.021292796,114.7732671,26.54343559,apple
3.789735205,3.092728755,91.00737174,24.36769106,peach
2.03103356,4.973761488,126.9721787,13.53374281,lemon
4.495532815,1.513926078,190.0870058,24.2529484,apple
5.250229668,2.037535546,129.4056607,33.52962753,apple
2.884047814,2.884404026,129.5393979,19.09583471,peach
3.067149465,3.538755648,152.592411,21.59020717,orange
3.474595402,2.813347975,150.4296002,18.47744026,peach
5.368081882,1.448241775,143.1246965,35.13371261,apple
4.550112691,2.833505208,147.0459023,17.18713218,peach
1.853376598,4.914476436,110.8314113,18.32011535,lemon
4.098549063,2.680934812,113.9770358,15.06522766,peach
4.947294083,2.435616668,115.8298459,31.95250174,apple
1.879855176,5.117087824,106.6526927,16.28275968,lemon
2.116170233,5.042226186,125.1078972,12.67656442,lemon
3.382368037,3.255315213,184.0298336,23.37384839,peach
3.925035697,3.121765203,117.2500481,23.48859868,peach
4.734525583,2.406244285,142.0682436,25.83008487,apple
3.477422728,3.845573135,237.6178083,27.98279321,orange
2.453750671,4.897931466,99.59016962,14.82476362,lemon
3.621356104,2.613808958,140.0945858,26.58403267,peach
4.933541577,1.949772286,138.5522753,37.79141782,apple
2.03245196,5.016779056,123.9571031,15.19340854,lemon
3.568537695,3.557302568,166.1879645,30.99716413,orange
1.515626237,4.962411642,128.0815669,9.593229841,lemon
2.881715091,5.112633989,108.7968426,25.39317669,orange
4.91554776,1.989741154,151.0042571,36.47287392,apple
4.503191792,1.960533513,140.8900262,31.41675185,apple
5.075017998,2.290802809,115.015471,25.69208275,apple
2.133523058,5.117325404,135.2947972,11.24718066,lemon
3.764466899,3.290667798,122.3908964,18.88736689,peach
2.231024236,5.154379133,122.6084004,14.17644289,lemon
2.69978773,4.324212172,215.4866533,19.89562036,orange
3.4949827,3.366686622,149.5042156,26.80983531,peach
1.950017403,4.885258148,122.5145939,11.29823255,lemon
4.060492144,3.067186612,206.5710057,19.94743183,peach
2.271805249,4.299241244,160.6191868,32.56101367,orange
2.29647045,4.176623874,108.6090946,23.21432491,orange
2.85823493,4.258810956,112.3402964,31.5088521,orange
1.907116299,4.892762051,132.6432829,11.36680343,lemon
3.738621043,2.872599721,161.115954,14.04549426,peach
4.318333271,3.365954592,109.4925537,15.80407197,peach
2.316587229,5.060311245,119.7395171,15.06119095,lemon
1.763003119,5.029399576,110.3341008,16.95211837,lemon
4.3776352,3.247827022,65.13034381,23.04689174,peach
4.292278873,3.446852255,188.3133457,17.17865009,peach
3.949028955,2.50186836,158.168815,21.841524,peach
1.815943525,4.833411075,130.9793522,12.95544128,lemon
4.481811603,2.365403918,164.8252764,34.62853493,apple
2.409864932,4.921058074,124.7694477,16.48854938,lemon
3.832087944,4.114270949,197.0034116,26.15382315,orange
5.518691328,2.112433731,112.9143703,33.88667195,apple
2.278780006,5.038420424,140.4590872,18.27092366,lemon
5.140787586,1.871175638,129.7930233,24.32810305,apple
1.836111343,5.022424781,103.5481191,18.28098562,lemon
5.037871176,1.975156073,147.5206761,22.40593546,apple
4.312452739,2.323164237,189.817284,19.55571858,peach
1.795141704,5.107379457,114.4605811,20.58868935,lemon
1.949305333,4.957950488,124.1759738,19.52412291,lemon
4.540324328,1.895380527,130.6294771,33.97194435,apple
3.231808056,4.712322981,130.3876369,25.313306,orange
5.841930857,2.097646365,170.4833094,29.0257076,apple
1.632999306,5.04192011,136.1661657,18.9186823,orange
2.023780349,5.17650553,119.4705587,16.46206415,lemon
5.041192935,1.260451427,153.510896,27.1878277,apple
5.315057875,1.606143698,187.5645584,23.5342497,apple
1.631171554,4.186053479,110.5989731,21.7102007,orange
1.636371848,5.017276659,119.2920289,11.67148757,lemon
3.433604773,2.733973595,141.1139467,19.90653513,peach
3.002033143,3.858365251,105.7535823,28.88398979,orange
3.626117549,3.523230875,105.886494,21.07621065,orange
1.922378826,5.05413731,97.94876689,11.76418612,lemon
2.121356959,4.900537098,99.94854587,15.14441167,lemon
1.826038125,4.945389299,120.3397886,11.53479206,lemon
4.606059785,1.744435622,164.8996887,25.72332776,apple
5.760636632,2.384652357,157.2756239,32.07461512,apple
2.017540918,5.042519259,126.678567,12.7032494,lemon
5.48907671,2.123745199,101.7298003,37.11101773,apple
3.871802179,2.877796287,121.8240526,18.96121384,peach
3.842973783,2.97412329,120.3428639,21.01358998,peach
4.929604835,1.893322579,132.0658768,33.81470001,apple
1.799791578,4.883256546,133.214301,20.2439751,lemon
3.271814796,3.261756166,96.88257677,18.0423134,peach
4.631721527,2.099474914,108.7169971,33.32728296,apple
2.281150321,4.099178707,178.8138245,19.83195762,orange
4.538771264,3.084300087,120.8951928,20.15227117,peach
2.314136486,5.124409185,113.6434349,16.46673405,lemon
2.001840415,4.985644546,112.4103537,15.72140141,lemon
3.678400974,3.681540198,123.6329418,20.62478383,orange
4.677527481,1.668356825,116.2475449,23.55746703,apple
3.178965623,4.336561258,109.222191,21.75736372,orange
4.52460283,3.360267506,147.8085997,15.31536724,peach
5.017549229,1.494561038,183.6374631,33.80222037,apple
4.507146134,2.281441016,234.5983295,34.25372042,apple
3.699703248,3.466800915,163.6188068,26.53218937,peach
3.658933724,3.528148793,124.2177326,25.18925277,peach
1.894884382,4.979527857,115.1749375,14.84522492,lemon
4.239763265,4.745598832,138.9350929,23.42107969,orange
2.26229387,5.03957044,114.0896195,16.98226356,lemon
5.886262177,2.463743823,140.7585608,25.60460021,apple
2.840238308,3.619422437,97.94742063,31.34775101,orange
4.386057122,2.142357906,160.1460441,24.7842295,apple
2.192142541,3.305114232,146.7539669,23.97937146,orange
3.352029435,3.074655458,122.6569041,20.6146759,peach
3.82711248,3.971996444,147.7664823,23.70619691,orange
1.782256171,4.910839761,135.4538959,16.55027664,lemon
1.59599691,4.873867678,145.1887153,16.05862251,lemon
2.597906067,3.467507979,215.9347565,20.85066024,orange
4.328595978,2.951649421,195.4191031,14.33842917,peach
2.826222885,3.614602045,203.0621739,24.30378661,orange
4.006976696,3.581544147,119.5686124,19.82527472,peach
2.875314798,4.263414793,134.6185208,30.33388391,orange
4.246068783,2.489711287,102.2781728,20.78794247,peach
4.023490118,3.308255593,151.2793032,20.06816524,peach
2.159705683,5.133567242,119.9270089,13.57256378,lemon
2.669075085,4.206744664,168.1828294,32.64329058,orange
5.347899161,1.460771753,213.8191125,21.65459144,apple
5.076580199,1.760866028,118.5223578,28.23874262,apple
2.245820148,5.053033613,106.2271103,21.52349966,lemon
3.446565379,2.672864005,123.8178647,17.59569317,peach
1.813418625,5.071093628,141.8386666,12.26488185,lemon
3.27451056,2.925872469,133.4560046,17.44175103,peach
4.73712295,2.376664513,201.0624848,33.25848704,apple
1.782403456,5.092610726,120.5627844,9.671837517,lemon
5.186259057,1.668587127,130.3959416,35.96477003,apple
2.319394739,5.027409556,124.2020757,14.0854161,lemon
3.797222825,3.050619641,130.0191745,15.25646816,peach
4.450665972,3.245381933,122.7750364,20.68682532,peach
1.552707194,5.034708029,119.526437,18.09063111,lemon
4.839955029,2.088750943,111.0386017,34.2087378,apple
2.572906325,3.677367896,188.9480033,28.82912092,orange
2.138472238,4.149373087,151.182133,32.82903202,orange
4.42625187,1.712002078,145.2110328,28.93814268,apple
1.723265974,4.908729531,126.4556225,19.64337511,lemon
3.750177986,2.876022278,156.1834721,29.05834423,peach
1.741133389,5.100645728,120.6085785,13.50697127,lemon
4.166815333,2.457264715,112.1982071,26.95100571,peach
4.959094553,2.24769973,166.937119,47.72830868,apple
3.581528324,3.824927487,159.1644653,30.26884054,orange
4.012735933,3.279607104,104.3119197,24.99332339,peach
1.701386716,5.008062024,122.4400184,14.44911036,lemon
1.915358688,4.999425336,120.9736597,14.69464604,lemon
3.295613212,4.173231021,103.5327718,18.85711321,orange
4.218397127,2.829507334,126.8721381,20.8798601,peach
4.700165195,1.409400749,86.27566907,19.89804445,apple
1.846900414,4.963314576,125.9164281,10.00852285,lemon
2.207911554,4.997470801,116.9984946,14.86232868,lemon
4.449827139,2.664831741,150.7401466,31.81920089,apple
3.665841472,3.216636818,156.7495317,17.54023443,peach
3.99234346,3.002535492,107.3886443,21.54233572,peach
2.810793631,5.358151371,181.3035952,20.95256209,orange
4.728517599,3.126363551,170.7021422,17.41537897,peach
3.679752856,3.745627838,157.5981884,22.27648543,peach
4.756201997,1.929459154,99.0630589,31.78333376,apple
4.465531713,4.060761059,156.8464338,17.7594595,orange
3.652828474,3.258344658,129.5400611,25.63504948,peach
2.345664405,3.714740668,90.02893276,26.65414677,orange
3.055026579,3.664458939,110.433182,25.59357838,orange
2.172665926,5.001251523,112.8674064,14.32166454,lemon
4.059304239,3.41523193,112.2090966,18.46349108,peach
2.85914819,5.0075215,156.6577299,21.15338355,orange
4.757292314,2.277838282,154.9326675,27.58502977,apple
2.177162992,4.971754829,129.4355135,11.04430207,lemon
2.156010962,5.012348593,121.3623344,19.78858817,lemon
1.991834922,5.067884671,131.4318915,15.80715246,lemon
3.571279417,3.667382838,147.5817115,26.9008918,orange
3.086956257,4.736482632,116.1925554,28.27501226,orange
5.014831907,2.176716034,136.469287,34.86783954,apple
4.874809657,1.964540824,120.2043257,38.41645914,apple
2.017193153,5.052792521,118.0959026,16.33547278,lemon
3.019284359,4.413112049,197.0144855,25.00517199,orange
2.117462505,5.025085317,115.9577415,14.11158026,lemon
4.277072598,2.885203626,147.4690227,14.23784902,peach
4.755582365,1.731458985,191.6045192,31.05723144,apple
